1.4957e+11,57994,-1.2161,1.6205,1.1887,-0.20195,0.00034064,-0.034584,0.97879
1.4957e+11,57995,-1.2165,1.6208,1.1886,-0.20254,-0.00037374,-0.034745,0.97866
1.4957e+11,57996,-1.2169,1.6212,1.1887,-0.20281,-0.00085559,-0.035392,0.97858
1.4957e+11,57997,-1.2174,1.6215,1.1887,-0.20241,-0.0017355,-0.035856,0.97864
1.4957e+11,57998,-1.2179,1.622,1.1888,-0.20179,-0.0018016,-0.036111,0.97876
1.4957e+11,57999,-1.2185,1.6224,1.189,-0.20239,-0.0017086,-0.036436,0.97863
1.4957e+11,58000,-1.219,1.6229,1.189,-0.20318,-0.0018523,-0.036813,0.97845
1.4957e+11,58001,-1.2196,1.6233,1.1892,-0.20302,-0.0010719,-0.036979,0.97848
1.4957e+11,58002,-1.22,1.6236,1.1893,-0.20339,-0.0010109,-0.037551,0.97838
1.4957e+11,58003,-1.2205,1.6239,1.1894,-0.20367,-0.0010958,-0.038074,0.9783
1.4957e+11,58004,-1.221,1.6242,1.1896,-0.20347,-0.0013623,-0.038326,0.97833
1.4957e+11,58005,-1.2215,1.6245,1.1897,-0.2038,-0.0023448,-0.038764,0.97824
1.4957e+11,58006,-1.222,1.6248,1.1898,-0.20393,-0.003424,-0.038699,0.97822
1.4957e+11,58007,-1.2224,1.625,1.19,-0.20384,-0.0033365,-0.038725,0.97823
1.4957e+11,58008,-1.2228,1.6253,1.1901,-0.20368,-0.0036955,-0.038835,0.97826
1.4957e+11,58009,-1.2232,1.6256,1.1902,-0.20335,-0.0032503,-0.03883,0.97833
1.4957e+11,58010,-1.2236,1.6258,1.1903,-0.2034,-0.0036045,-0.039304,0.9783
1.4957e+11,58011,-1.2241,1.626,1.1905,-0.20322,-0.0023887,-0.039546,0.97833
1.4957e+11,58012,-1.2246,1.6263,1.1906,-0.20373,-0.0023865,-0.03981,0.97821
1.4957e+11,58013,-1.225,1.6265,1.1907,-0.20395,-0.0025086,-0.040084,0.97816
1.4957e+11,58014,-1.2253,1.6267,1.1908,-0.20424,-0.0027469,-0.040299,0.97809
1.4957e+11,58015,-1.2257,1.6268,1.1908,-0.20461,-0.0031327,-0.0405,0.978
1.4957e+11,58016,-1.226,1.6269,1.1908,-0.20429,-0.0032279,-0.040515,0.97807
1.4957e+11,58017,-1.2263,1.6271,1.1908,-0.20411,-0.0028984,-0.040346,0.97811
1.4957e+11,58018,-1.2267,1.6272,1.1909,-0.2039,-0.0026005,-0.040286,0.97816
1.4957e+11,58019,-1.227,1.6273,1.1908,-0.20385,-0.0024959,-0.040548,0.97816
1.4957e+11,58020,-1.2273,1.6274,1.1909,-0.20338,-0.0020269,-0.040587,0.97826
1.4957e+11,58021,-1.2276,1.6276,1.191,-0.203,-0.0014732,-0.04019,0.97835
1.4957e+11,58022,-1.228,1.6278,1.191,-0.20353,-0.0015428,-0.040186,0.97824
1.4957e+11,58023,-1.2283,1.6279,1.191,-0.20422,-0.0019662,-0.040607,0.97808
1.4957e+11,58024,-1.2287,1.6281,1.191,-0.20453,-0.0020438,-0.040659,0.97801
1.4957e+11,58025,-1.229,1.6282,1.1911,-0.20463,-0.0013219,-0.040575,0.978
1.4957e+11,58026,-1.2293,1.6283,1.1911,-0.2045,-0.00052559,-0.040426,0.97803
1.4957e+11,58027,-1.2295,1.6284,1.1911,-0.20424,-0.00010869,-0.040634,0.97808
1.4957e+11,58028,-1.2297,1.6285,1.1911,-0.20367,0.00063552,-0.040899,0.97819
1.4957e+11,58029,-1.23,1.6286,1.191,-0.20352,0.00090125,-0.041544,0.97819
1.4957e+11,58030,-1.2302,1.6286,1.191,-0.20353,0.00082472,-0.042048,0.97817
1.4957e+11,58031,-1.2304,1.6287,1.1909,-0.20366,0.00078205,-0.042532,0.97812
1.4957e+11,58032,-1.2306,1.6288,1.1909,-0.20373,0.00082551,-0.042886,0.97809
1.4957e+11,58033,-1.2307,1.6289,1.1909,-0.20375,0.00088995,-0.043141,0.97807
1.4957e+11,58034,-1.2309,1.629,1.1909,-0.20393,0.00069444,-0.043262,0.97803
1.4957e+11,58035,-1.2309,1.6291,1.1908,-0.20423,0.00028221,-0.043377,0.97796
1.4957e+11,58036,-1.231,1.6292,1.1908,-0.20458,0.00025603,-0.043384,0.97789
1.4957e+11,58037,-1.2311,1.6293,1.1907,-0.20487,0.00018417,-0.043494,0.97782
1.4957e+11,58038,-1.2311,1.6294,1.1906,-0.20504,-0.00026746,-0.043461,0.97779
1.4957e+11,58039,-1.2311,1.6295,1.1906,-0.20508,-0.00033536,-0.043327,0.97779
1.4957e+11,58040,-1.2311,1.6296,1.1905,-0.20505,-0.00040211,-0.043169,0.9778
1.4957e+11,58041,-1.2311,1.6296,1.1904,-0.20498,-0.00035909,-0.043077,0.97782
1.4957e+11,58042,-1.2311,1.6297,1.1903,-0.20485,-0.00036784,-0.042852,0.97785
1.4957e+11,58043,-1.231,1.6298,1.1902,-0.20487,-0.00054502,-0.04269,0.97786
1.4957e+11,58044,-1.231,1.6299,1.1901,-0.20469,-0.00065122,-0.042499,0.9779
1.4957e+11,58045,-1.2309,1.6299,1.19,-0.20412,-0.00090789,-0.042156,0.97804
1.4957e+11,58046,-1.2308,1.63,1.1898,-0.20356,-0.00096442,-0.041931,0.97816
1.4957e+11,58047,-1.2308,1.6301,1.1896,-0.20258,-0.0012241,-0.04133,0.97839
1.4957e+11,58048,-1.2307,1.6301,1.1895,-0.20228,-0.0013204,-0.041203,0.97846
1.4957e+11,58049,-1.2305,1.6301,1.1893,-0.20238,-0.0012411,-0.041221,0.97844
1.4957e+11,58050,-1.2304,1.6302,1.1892,-0.20202,-0.0010148,-0.040665,0.97854
1.4957e+11,58051,-1.2327,1.6317,1.1922,-0.20017,0.0059222,-0.039567,0.97894
1.4957e+11,58052,-1.2324,1.6318,1.1919,-0.20138,0.0050854,-0.039158,0.97872
1.4957e+11,58053,-1.2302,1.6305,1.1892,-0.20289,-0.00077195,-0.039541,0.9784
1.4957e+11,58054,-1.2302,1.6307,1.1892,-0.20313,-0.00089727,-0.039166,0.97837
1.4957e+11,58055,-1.2301,1.6308,1.1892,-0.20315,-0.0011098,-0.038751,0.97838
1.4957e+11,58056,-1.23,1.6309,1.1892,-0.20352,-0.0012086,-0.038561,0.97831
1.4957e+11,58057,-1.2299,1.631,1.1891,-0.20336,-0.0011687,-0.038168,0.97836
1.4957e+11,58058,-1.2298,1.6311,1.1891,-0.20287,-0.0013692,-0.037629,0.97848
1.4957e+11,58059,-1.2297,1.6311,1.1891,-0.20236,-0.0012924,-0.037315,0.9786
1.4957e+11,58060,-1.2296,1.6312,1.1891,-0.20207,-0.0014374,-0.037075,0.97867
1.4957e+11,58061,-1.2296,1.6313,1.189,-0.20159,-0.0015506,-0.036876,0.97878
1.4957e+11,58062,-1.2295,1.6313,1.189,-0.20112,-0.0019002,-0.036748,0.97888
1.4957e+11,58063,-1.2296,1.6314,1.1891,-0.20078,-0.0023194,-0.03675,0.97894
1.4957e+11,58064,-1.2296,1.6314,1.1892,-0.20017,-0.0024399,-0.036611,0.97907
1.4957e+11,58065,-1.2315,1.6327,1.1916,-0.19942,0.0019038,-0.036468,0.97923
1.4957e+11,58066,-1.2297,1.6316,1.1893,-0.19964,-0.0034579,-0.036569,0.97918
