1.50E+11,1.26E+05,-0.83569,1.9943,0.61743,-0.26059,0.69052,-0.61799,0.27084
1.50E+11,1.26E+05,-0.83604,1.9949,0.61688,-0.25705,0.69722,-0.61251,0.26952
1.50E+11,1.26E+05,-0.83573,1.9942,0.61742,-0.26051,0.69035,-0.6182,0.27088
1.50E+11,1.26E+05,-0.83575,1.9942,0.61737,-0.26047,0.69013,-0.6184,0.27104
1.50E+11,1.26E+05,-0.83613,1.9949,0.61686,-0.25676,0.69717,-0.61285,0.26916
1.50E+11,1.26E+05,-0.8362,1.9948,0.6168,-0.25678,0.69738,-0.61271,0.26889
1.50E+11,1.26E+05,-0.83624,1.9948,0.61682,-0.25654,0.69755,-0.61265,0.26883
1.50E+11,1.26E+05,-0.83583,1.994,0.6175,-0.26037,0.68917,-0.61952,0.27101
1.50E+11,1.26E+05,-0.83591,1.9939,0.61757,-0.26037,0.68889,-0.61985,0.27098
1.50E+11,1.26E+05,-0.83598,1.9939,0.6176,-0.2601,0.68894,-0.61995,0.27086
1.50E+11,1.26E+05,-0.83604,1.9938,0.6176,-0.26,0.68891,-0.62002,0.2709
1.50E+11,1.26E+05,-0.83613,1.9938,0.61763,-0.25996,0.68917,-0.61994,0.27044
1.50E+11,1.26E+05,-0.8362,1.9937,0.61762,-0.25984,0.68917,-0.62004,0.27033
1.50E+11,1.26E+05,-0.83626,1.9937,0.61759,-0.25955,0.6889,-0.62048,0.27027
1.50E+11,1.26E+05,-0.8363,1.9937,0.6176,-0.25923,0.6888,-0.6208,0.27013
1.50E+11,1.26E+05,-0.83633,1.9936,0.61754,-0.25893,0.68876,-0.62099,0.27008
1.50E+11,1.26E+05,-0.83645,1.9936,0.61754,-0.25859,0.68863,-0.62136,0.26987
1.50E+11,1.26E+05,-0.83695,1.9943,0.61687,-0.25522,0.69768,-0.61349,0.26785
1.50E+11,1.26E+05,-0.83693,1.9943,0.61686,-0.25568,0.69788,-0.61321,0.26752
1.50E+11,1.26E+05,-0.83702,1.9944,0.61676,-0.25514,0.69821,-0.61312,0.26738
1.50E+11,1.26E+05,-0.83708,1.9943,0.61676,-0.25523,0.69792,-0.61346,0.26725
1.50E+11,1.26E+05,-0.83711,1.9942,0.61675,-0.25515,0.69815,-0.61313,0.26751
1.50E+11,1.26E+05,-0.83725,1.9942,0.61672,-0.25513,0.6984,-0.61296,0.26726
1.50E+11,1.26E+05,-0.83733,1.9942,0.61674,-0.25497,0.69851,-0.61293,0.26718
1.50E+11,1.26E+05,-0.83741,1.9942,0.61674,-0.25497,0.69853,-0.61298,0.26704
1.50E+11,1.26E+05,-0.83748,1.9942,0.61676,-0.25495,0.69847,-0.61301,0.26715
1.50E+11,1.26E+05,-0.83754,1.9942,0.61677,-0.25484,0.69857,-0.61297,0.26707
1.50E+11,1.26E+05,-0.83723,1.9933,0.61743,-0.25886,0.69012,-0.62014,0.26859
1.50E+11,1.26E+05,-0.83741,1.9933,0.61728,-0.25813,0.69073,-0.61973,0.2687
1.50E+11,1.26E+05,-0.83747,1.9933,0.61734,-0.25831,0.69005,-0.62045,0.26861
1.50E+11,1.26E+05,-0.83761,1.9933,0.61732,-0.25834,0.69034,-0.62013,0.26856
1.50E+11,1.26E+05,-0.83771,1.9933,0.61732,-0.25826,0.69025,-0.62034,0.26839
1.50E+11,1.26E+05,-0.83779,1.9933,0.6173,-0.25847,0.69026,-0.6201,0.26871
1.50E+11,1.26E+05,-0.83789,1.9933,0.61728,-0.25801,0.69076,-0.61968,0.26885
1.50E+11,1.26E+05,-0.83801,1.9933,0.61727,-0.25764,0.69071,-0.61989,0.26884
1.50E+11,1.26E+05,-0.83808,1.9932,0.61727,-0.25761,0.69099,-0.61958,0.26887
1.50E+11,1.26E+05,-0.83815,1.9933,0.61723,-0.25753,0.69127,-0.6193,0.26888
1.50E+11,1.26E+05,-0.83859,1.994,0.61659,-0.25405,0.69932,-0.61257,0.26677
1.50E+11,1.26E+05,-0.83865,1.9939,0.61656,-0.2541,0.69931,-0.61263,0.2666
1.50E+11,1.26E+05,-0.83872,1.9939,0.61652,-0.25404,0.69941,-0.61253,0.26665
1.50E+11,1.26E+05,-0.83878,1.9939,0.61651,-0.25403,0.69947,-0.61249,0.26658
1.50E+11,1.26E+05,-0.83884,1.9939,0.61648,-0.25399,0.69932,-0.61261,0.26673
1.50E+11,1.26E+05,-0.83901,1.9938,0.61654,-0.25396,0.69938,-0.6125,0.26686
1.50E+11,1.26E+05,-0.83871,1.993,0.61711,-0.2577,0.69091,-0.61945,0.2693
1.50E+11,1.26E+05,-0.83885,1.993,0.61708,-0.25803,0.69068,-0.61957,0.26928
1.50E+11,1.26E+05,-0.83895,1.9931,0.61698,-0.25737,0.69234,-0.61814,0.26893
1.50E+11,1.26E+05,-0.83906,1.9931,0.61699,-0.25719,0.69232,-0.61834,0.26871
1.50E+11,1.26E+05,-0.83912,1.993,0.61699,-0.25721,0.6923,-0.61822,0.26902
1.50E+11,1.26E+05,-0.83914,1.993,0.61708,-0.25757,0.69248,-0.618,0.2687
1.50E+11,1.26E+05,-0.8392,1.9929,0.61707,-0.25781,0.69267,-0.6178,0.26843
1.50E+11,1.26E+05,-0.8393,1.9929,0.61704,-0.25776,0.69306,-0.61745,0.26829
1.50E+11,1.26E+05,-0.83976,1.9934,0.61653,-0.25418,0.70003,-0.61178,0.26659
1.50E+11,1.26E+05,-0.83986,1.9934,0.61653,-0.25421,0.70012,-0.61169,0.26655
1.50E+11,1.26E+05,-0.83996,1.9933,0.61652,-0.2542,0.70007,-0.61175,0.26654
1.50E+11,1.26E+05,-0.84007,1.9932,0.61658,-0.25457,0.7,-0.61172,0.26645
1.50E+11,1.26E+05,-0.84023,1.9931,0.61654,-0.25419,0.70007,-0.6117,0.26665
1.50E+11,1.26E+05,-0.84032,1.9932,0.61647,-0.25366,0.70013,-0.6118,0.26677
1.50E+11,1.26E+05,-0.84004,1.9924,0.61699,-0.25657,0.69275,-0.61811,0.26871
1.50E+11,1.26E+05,-0.8401,1.9923,0.61703,-0.25695,0.69224,-0.61857,0.26862
1.50E+11,1.26E+05,-0.84012,1.9921,0.617,-0.25692,0.69191,-0.61877,0.26903
1.50E+11,1.26E+05,-0.84018,1.992,0.61699,-0.2572,0.69191,-0.61865,0.26905
1.50E+11,1.26E+05,-0.84034,1.9919,0.617,-0.25742,0.69163,-0.61895,0.26886
1.50E+11,1.26E+05,-0.84044,1.9918,0.61703,-0.25687,0.6921,-0.61877,0.26858
