1.497e+11,3.6155e+05,-1.1327,1.8987,0.64575,-0.0017514,0.010013,-0.14807,0.98892
1.497e+11,3.6155e+05,-1.1327,1.8987,0.64577,-0.0018879,0.0099787,-0.1481,0.98892
1.497e+11,3.6155e+05,-1.1327,1.8987,0.64578,-0.0019954,0.0098403,-0.14807,0.98893
1.497e+11,3.6155e+05,-1.1328,1.8987,0.64578,-0.0017499,0.0099414,-0.14808,0.98892
1.497e+11,3.6155e+05,-1.1327,1.8987,0.64578,-0.0018347,0.010013,-0.14809,0.98892
1.497e+11,3.6155e+05,-1.1327,1.8987,0.64578,-0.0017888,0.010038,-0.14811,0.98892
1.497e+11,3.6155e+05,-1.1327,1.8987,0.64578,-0.0018719,0.010024,-0.14808,0.98892
1.497e+11,3.6156e+05,-1.1328,1.8987,0.64582,-0.0017971,0.010048,-0.14808,0.98892
1.497e+11,3.6156e+05,-1.1327,1.8987,0.64579,-0.0016844,0.0099485,-0.14815,0.98891
1.497e+11,3.6156e+05,-1.1328,1.8987,0.64586,-0.0017734,0.0098464,-0.14819,0.98891
1.497e+11,3.6156e+05,-1.1327,1.8987,0.64575,-0.001576,0.0098815,-0.14822,0.9889
1.497e+11,3.6156e+05,-1.1327,1.8987,0.64581,-0.0018546,0.0097402,-0.14821,0.98891
1.497e+11,3.6156e+05,-1.1327,1.8987,0.6458,-0.0017685,0.0098732,-0.14819,0.98891
1.497e+11,3.6156e+05,-1.1327,1.8987,0.64579,-0.0016401,0.0098681,-0.14829,0.98889
1.497e+11,3.6156e+05,-1.1327,1.8987,0.6458,-0.0017137,0.0098646,-0.14824,0.9889
1.497e+11,3.6156e+05,-1.1327,1.8987,0.64581,-0.0016373,0.010001,-0.14819,0.98891
1.497e+11,3.6156e+05,-1.1327,1.8987,0.64579,-0.0015646,0.0098615,-0.14821,0.98891
1.497e+11,3.6157e+05,-1.1327,1.8987,0.64582,-0.0016348,0.0098183,-0.14825,0.9889
1.497e+11,3.6157e+05,-1.1327,1.8987,0.64581,-0.0018709,0.0097893,-0.14826,0.9889
1.497e+11,3.6157e+05,-1.1327,1.8987,0.64581,-0.0017643,0.0097953,-0.14825,0.9889
1.497e+11,3.6157e+05,-1.1327,1.8987,0.6458,-0.0017024,0.009965,-0.1482,0.98891
1.497e+11,3.6157e+05,-1.1327,1.8987,0.64582,-0.0016784,0.0099303,-0.14824,0.9889
