1.50E+11,-0.011168,0.061187,-1.897,-0.001205,0.001283,0.000174,-0.011147,-0.061149,-0.99807,-0.000159,0.000434,8.10E-05,5.6061,12.627,-0.30756
1.50E+11,-0.01116,0.061236,-1.897,0.004118,-0.000891,-0.00088,-0.011139,-0.061198,-0.99806,0.000396,-0.000234,0.002748,5.8298,13.003,-0.53482
1.50E+11,-0.01117,0.061234,-1.897,-0.000155,-0.000857,0.00018,-0.011149,-0.061195,-0.99806,-5.10E-05,0.000664,0.004686,5.8298,13.003,-0.53482
1.50E+11,-0.01116,0.061205,-1.897,-0.002283,-0.000838,-0.000892,-0.011139,-0.061166,-0.99806,0.000763,0.000101,0.001209,5.605,13.002,-0.38538
1.50E+11,-0.011155,0.061197,-1.897,-0.000136,0.000211,-0.001957,-0.011133,-0.061158,-0.99807,0.000147,4.70E-05,-0.000591,5.605,13.002,-0.38538
1.50E+11,-0.011151,0.06122,-1.897,0.004107,-0.000893,0.001254,-0.01113,-0.061182,-0.99806,0.000144,0.000574,0.002688,5.5302,12.852,-0.53445
1.50E+11,-0.011155,0.061207,-1.897,-0.001214,0.000218,0.000176,-0.011134,-0.061169,-0.99806,-0.000325,0.000668,0.005115,5.5302,12.852,-0.53445
1.50E+11,-0.011141,0.061187,-1.897,-0.002272,0.001292,0.000172,-0.01112,-0.061149,-0.99807,-0.000202,-0.000283,0.003026,5.681,12.627,-0.38238
1.50E+11,-0.011122,0.061156,-1.897,-0.002277,0.001291,0.00124,-0.011101,-0.061118,-0.99807,2.30E-05,0.000128,-0.000375,5.681,12.627,-0.38238
1.50E+11,-0.011108,0.061173,-1.897,0.002004,0.002323,0.000178,-0.011087,-0.061134,-0.99807,0.000391,2.30E-05,0.002142,5.6808,12.702,-0.38297
1.50E+11,-0.011096,0.061207,-1.897,0.00092,0.000201,0.00018,-0.011075,-0.061169,-0.99807,0.001004,-0.000263,0.004383,5.6808,12.702,-0.38297
1.50E+11,-0.011094,0.061195,-1.897,-0.002286,0.000226,0.001241,-0.011073,-0.061156,-0.99807,-0.000265,-0.000153,0.002385,5.3806,12.776,-0.38425
1.50E+11,-0.011089,0.061167,-1.897,-0.002272,0.001293,0.000172,-0.011068,-0.061129,-0.99807,-0.000193,0.000124,-0.001931,5.3806,12.776,-0.38425
1.50E+11,-0.01109,0.061173,-1.897,0.000912,-0.000865,0.000182,-0.011069,-0.061135,-0.99807,-0.000192,-0.000495,-0.000879,5.6804,12.852,-0.38406
1.50E+11,-0.011084,0.061199,-1.897,0.001999,0.002322,0.001245,-0.011063,-0.061161,-0.99807,-0.000167,0.000461,0.003911,5.6804,12.852,-0.38406
1.50E+11,-0.011077,0.061187,-1.897,-0.00228,0.000227,0.000174,-0.011056,-0.061148,-0.99807,-0.000175,0.000449,0.003912,5.8306,12.778,-0.38315
1.50E+11,-0.01108,0.061155,-1.897,-0.002275,0.000228,-0.000893,-0.01106,-0.061116,-0.99807,-3.40E-05,0.000524,0.000297,5.8306,12.778,-0.38315
1.50E+11,-0.011092,0.06116,-1.897,0.001992,0.000193,-0.000886,-0.011071,-0.061122,-0.99807,-0.000816,-8.10E-05,0.000373,5.7557,12.628,-0.5322
1.50E+11,-0.011098,0.061186,-1.897,0.001987,0.000192,0.000182,-0.011077,-0.061148,-0.99807,-9.20E-05,0.000281,0.004552,5.7557,12.628,-0.5322
1.50E+11,-0.011104,0.061192,-1.897,-0.002272,0.001293,0.000172,-0.011083,-0.061154,-0.99807,-8.60E-05,1.20E-05,0.000295,5.8298,13.003,-0.53482
1.50E+11,-0.011107,0.061175,-1.897,-0.001214,0.000218,0.000176,-0.011086,-0.061136,-0.99807,-8.30E-05,-6.00E-06,0.000296,5.8298,13.003,-0.53482
1.50E+11,-0.011109,0.06116,-1.897,-0.000147,0.000209,0.000178,-0.011088,-0.061121,-0.99807,-0.0006,-0.000249,-0.001535,5.6808,12.702,-0.38297
1.50E+11,-0.01112,0.061194,-1.897,0.000906,-0.000866,0.001249,-0.011099,-0.061156,-0.99807,-7.00E-05,-0.000993,0.002324,5.6808,12.702,-0.38297
1.50E+11,-0.011116,0.061203,-1.897,-0.001213,0.000218,0.000176,-0.011095,-0.061164,-0.99807,0.000154,2.20E-05,0.004521,5.6808,12.553,-0.60684
1.50E+11,-0.011135,0.061192,-1.897,-0.002289,-0.000839,0.000176,-0.011114,-0.061154,-0.99807,-0.00033,2.70E-05,-0.00027,5.6808,12.553,-0.60684
1.50E+11,-0.011133,0.06118,-1.897,-0.000147,0.000209,0.000178,-0.011112,-0.061142,-0.99807,-0.000332,1.50E-05,-0.00027,5.4562,12.477,-0.45679
1.50E+11,-0.011132,0.061199,-1.897,0.002001,0.001259,-0.000888,-0.011111,-0.061161,-0.99807,0.000262,0.000172,0.001942,5.4562,12.477,-0.45679
1.50E+11,-0.011139,0.061209,-1.897,-0.000169,-0.001923,0.001249,-0.011118,-0.061171,-0.99806,0.000208,0.000273,0.00513,5.8309,12.553,-0.53146
1.50E+11,-0.011135,0.061186,-1.897,-0.004392,0.002377,-0.000901,-0.011114,-0.061148,-0.99807,-0.000193,0.000204,0.00324,5.8309,12.553,-0.53146
1.50E+11,-0.011135,0.061163,-1.897,-0.001213,0.000211,0.00123,-0.011114,-0.061125,-0.99807,0.000433,0.000105,0.000891,5.7554,12.703,-0.60779
1.50E+11,-0.011139,0.061177,-1.897,0.001979,-0.000881,0.001238,-0.011118,-0.061139,-0.99807,0.000437,0.000119,0.00089,5.7554,12.703,-0.60779
1.50E+11,-0.011147,0.06118,-1.897,0.000909,-0.001937,0.000171,-0.011126,-0.061142,-0.99807,-0.000135,0.000717,0.005727,6.2061,12.48,-0.52997
1.50E+11,-0.011139,0.061174,-1.897,-0.002266,0.001286,0.000159,-0.011118,-0.061136,-0.99807,-5.00E-06,-0.000814,0.002981,6.2061,12.48,-0.52997
1.50E+11,-0.011138,0.061151,-1.897,-0.002266,0.001286,0.000159,-0.011117,-0.061113,-0.99807,-0.000693,-0.000395,-0.001443,5.8308,12.554,-0.60648
1.50E+11,-0.011145,0.061147,-1.897,0.001979,-0.000881,0.001238,-0.011124,-0.061109,-0.99807,1.00E-06,0.000135,0.004402,5.8308,12.554,-0.60648
1.50E+11,-0.011155,0.061172,-1.897,0.001993,0.000185,0.000169,-0.011134,-0.061134,-0.99807,1.00E-05,0.00016,0.0044,5.9061,12.479,-0.5307
1.50E+11,-0.011149,0.061179,-1.897,-0.000136,0.000204,-0.000902,-0.011128,-0.061141,-0.99807,0.000523,1.40E-05,0.003255,5.9061,12.479,-0.5307
1.50E+11,-0.011125,0.061147,-1.897,-0.003342,0.00023,0.000159,-0.011104,-0.061109,-0.99807,0.000636,0.000318,0.001518,5.8308,12.554,-0.60648
1.50E+11,-0.011122,0.061145,-1.897,0.001992,0.000186,0.000169,-0.011101,-0.061107,-0.99807,3.90E-05,0.000347,0.000663,5.8308,12.554,-0.60648
1.50E+11,-0.011125,0.06115,-1.897,0.000926,0.000194,0.000167,-0.011104,-0.061112,-0.99807,-0.000203,0.000809,0.003456,5.9802,12.779,-0.60779
1.50E+11,-0.011122,0.061126,-1.897,-0.002267,0.001286,0.000159,-0.011101,-0.061088,-0.99807,0.000115,0.001472,0.003549,5.9802,12.779,-0.60779
1.50E+11,-0.011126,0.061108,-1.897,-0.00439,0.001306,-0.001979,-0.011105,-0.06107,-0.99807,-0.0004,-0.000225,0.000376,5.8309,12.553,-0.53146
1.50E+11,-0.011138,0.061119,-1.897,0.000925,0.000194,0.000167,-0.011117,-0.061081,-0.99807,-0.00051,-0.000778,-0.000525,5.8309,12.553,-0.53146
1.50E+11,-0.011132,0.06115,-1.897,0.001992,0.000186,0.000169,-0.011111,-0.061112,-0.99807,0.000292,-0.000122,0.00254,5.6059,12.552,-0.53201
1.50E+11,-0.011134,0.061139,-1.897,-0.000147,0.000202,0.001232,-0.011113,-0.061101,-0.99807,5.00E-05,0.000493,0.002251,5.6059,12.552,-0.53201
1.50E+11,-0.011132,0.061116,-1.897,-0.001222,-0.000854,0.001232,-0.011111,-0.061078,-0.99807,4.80E-05,0.00047,0.002252,5.8311,12.553,-0.38147
